dataset,sample_id,source,reference,summary,system_id,human_scores_consistency,human_scores_relevance,human_scores_fluency,human_scores_coherence,sample_index,original_index
dialsummeval,13729817,"| Ray: u in ur room? | Max: no whats up | Ray: someone locked the door from outside -_- | Max: wtf xD | Ray: yeah dude cmon u gotta let me out | Max: but im out | Ray: are u kidding me | Max: sorry man XD | Ray: dude i have to pee | Max: HAHAHAHHAHAHA XD | Ray: thats not funny >.< | Max: it actually is xD | Ray: can u ask someone else to do it | Max: yea let me see if my roommates there | Ray: HURRY | Max: hes coming | Ray: tell him to HURRYYY | Max: hes on his way  | Ray: he opened it, thanks | Max: enjoy XD",,"Ray: u in ur room? Max: no whats up Ray: someone locked the door from outside -_- Max: wtf xD Ray: yeah dude cmon u gotta let me out Max: but im out Ray: are u kidding me Max: sorry man XD Ray: dude i have to pee Max: HAHAHAHHAHAHA XD Ray: thats not funny >.< Max: it actually is xD Ray: can u ask someone else to do it Max: yea let me see if my roommates there Ray: HURRY Max: hes coming Ray: tell him to HURRYYY Max: hes on his way  Ray: he opened it, thanks Max: enjoy XD",C,4.666666666666667,4.666666666666667,3.6666666666666665,4.333333333333333,90,646
dialsummeval,13731506,"| Christie: how are you after the party? | Katie: really tired... and you? | Christie: same | Christie: the party was great! | Katie: Yeah, we had fun! :)",,Katie and Christie are tired after the party.,J,4.0,4.0,4.666666666666667,4.666666666666667,91,821
dialsummeval,13729399,"| Jason: What are you doing this weekend? If you're bored maybe we should do something, but we also MUST create the video! | Dory: My friend is coming over the day after tomorrow | Jason: Yay! How long will s/he be staying? | Dory: She. around a week. gotta get the house ready. So how is the movie coming along?  | Jason: We've had 2 months and now we're down to 2 weekends... | Dory: Have you started? | Jason: I purchased the app in which to video and to edit and Lucy has a script. We just have to produce something now. | Dory: So you're virtually done! | Jason: Haha, something like that",,"Jason: What are you doing this weekend? If you're bored maybe we should do something, but we also MUST create the video! Dory: My friend is coming over the day after tomorrow Jason: Yay!",C,4.0,3.3333333333333335,4.333333333333333,4.333333333333333,92,548
dialsummeval,13681055,"| Charles: What are you up to this weekend? | Camilla: Not much. Just some work and errands on Saturday, show Saturday night. Day of nothingness on Sundy. | Charles: Sounds good. We are going to visit the German markets this weekend. Birmingham and Manchester both. Sausage overload! | Camilla: Ooh, that sounds really good! | Charles: Allegedly there are Christmas things going on but I just go for the sausage and beer! | Camilla: What a shocker. | Charles: I know! | Camilla: I'll have to try to get there this year. I've not been for ages. | Charles: Oh, yeah, they are good. Try the mulled wine too. That's nice. | Camilla: Never had it. Is it served hot? | Charles: Yes, exactly. And lots of spices. Usually a red but sometimes they offer a mulled white. | Camilla: I'm good with red. | Charles: Inspired us to make our own at Christmas last year, but nobody else drank it. | Camilla: Bummer! | Charles: More for me! But oh the hangover. | Camilla: LOL! | Charles: Anyway, that's the plan. Hope you have fun. | Camilla: You too!  | Charles: Thanks!",,Charles and Camilla are going to visit the German markets this weekend.,J,3.6666666666666665,2.6666666666666665,4.666666666666667,5.0,93,135
dialsummeval,13728295,"| Dave: Hey, is Nicky still at your place? Her phone is off | Sam: She just left | Dave: Thanks!",,Nicky is at Sam's place. Her phone is off.,M,3.3333333333333335,3.0,4.666666666666667,4.666666666666667,94,432
dialsummeval,13828403,"| Alan: <file_photo> | Alan: look what I just found :) | Robert: dude, that's just nasty and you know it :)  | Robert: it has no sugar, no taste, and additional cinnamon flavoring | Alan: yeah, I know - that's awesome :) | Robert: you sir have a very strange tastes :P | Alan: well, and I found a perfect company for it <file_photo> | Robert: oh, that's more like it! | Robert: but does the whiskey go well with the cinnamon? flavored whiskey is the worst...  | Alan: Actually it does taste surprisingly well. The cinnamon is not overpowering. If you put enough whiskey that is :) | Rob: Lol, thought so :) | Rob: I just wish the brought the old cherry flavor back... | Rob: not the useless no-sugar stuff | Alan: Ah, that is true :)",,"Alan found a company that has no sugar, no taste and no cinnamon flavoring. Robert and Rob are not impressed.",N,2.6666666666666665,3.0,4.0,3.6666666666666665,95,1161
dialsummeval,13729817,"| Ray: u in ur room? | Max: no whats up | Ray: someone locked the door from outside -_- | Max: wtf xD | Ray: yeah dude cmon u gotta let me out | Max: but im out | Ray: are u kidding me | Max: sorry man XD | Ray: dude i have to pee | Max: HAHAHAHHAHAHA XD | Ray: thats not funny >.< | Max: it actually is xD | Ray: can u ask someone else to do it | Max: yea let me see if my roommates there | Ray: HURRY | Max: hes coming | Ray: tell him to HURRYYY | Max: hes on his way  | Ray: he opened it, thanks | Max: enjoy XD",,ray is locked in the room from the outside and he has to pee . max's roommate will come and let him out .,A,4.666666666666667,4.333333333333333,4.0,4.0,96,644
dialsummeval,13728528,"| Samantha: How are you doing today? | Robyn: better, but I really exaggerated with bier last night | Samantha: was it really only bier? | Robyn: sure, why? | Samantha: I don't know, your eyes, behaviour | Robyn: you want to say I took drugs? | Samantha: I'm only asking, I don't have anything against drugs | Robyn: but I have and I never take them | Samantha: ok, sorry, I didn't intend to offend you | Robyn: I just drank too much, that's eat | Samantha: much too much | Robyn: yes, I lost control a bit | Robyn: I am sorry for that | Samantha: important that you feel better today",,"Samantha: I'm only asking, I don't have anything against drugs Robyn: but I have and I never take them Samantha: ok, sorry, I didn't intend to offend you Robyn: I just drank too much, that's eat Samantha: much too much Robyn: yes, I lost control a bit Robyn: I am sorry for that Samantha: important that you feel better today Robyn: better, but I really exaggerated with bier last night Samantha: was it really only bier? Samantha: I don't know, your eyes, behaviour Robyn: you want to say I took drugs?",B,4.666666666666667,5.0,4.333333333333333,3.3333333333333335,97,435
dialsummeval,13863010,"| Louis: Gotta go, my mom's calling me | Fabian: Ok, see ya | Louis: See ya",,Louis and Fabian are going to see each other. Louis's mom is calling him.,M,3.0,3.0,4.666666666666667,2.6666666666666665,98,1342
dialsummeval,13819698,| Jane: Hey | Martin: Whats up | Maria: Hey | Jane: Anyone going to Value Village?  | Jane: I am getting halloween costumes with my sister | Jane: If anyone wants to join | Connor: I got mine today so thanks | Connor: At Value Village | Jane: I am going with u ok? priv msg | Jane: ok ok,,connor bought his halloween costumes at value village where jane plans to get her and her sister's costume .,A,4.666666666666667,4.666666666666667,4.666666666666667,4.666666666666667,99,1022
dialsummeval,13731240,"| Ken: Hey, how are you doing today? | Ellen: Fine. How are you? | Ken: Not doing well at all today. Really depressed. Frustrated. Stressed out. | Ellen: Oh no! | Ken: Really bad day yesterday carrying over to today. | Ellen: Can I do anything? | Ken: I'll be fine. Just overwhelmed and burned out. | Ellen: Sorry! | Ken: Sorry, don't mean to bring you down. | Ellen: You didn't, just worried about you!",,Ken is depressed. He had a bad day yesterday.,M,3.6666666666666665,4.0,4.333333333333333,3.3333333333333335,100,810
